week_index,week_label,sku_id,units_sold,search_index,housing_permits,metro,scenario_type,sales_velocity_4w,sales_velocity_1w,search_velocity_4w,search_velocity_1w,permit_velocity_4w,rolling_7w_avg_sales,surge_score
18,W-85,PB-BED-22,152,6.5,116,Charlotte,R,29.4,27.7,-8.5,-18.8,-5.7,115.0,8.8
19,W-84,PB-BED-22,153,6.9,114,Charlotte,R,18.1,0.7,-0.7,6.2,-5.6,123.3,5.4
20,W-83,PB-BED-22,164,7.1,123,Charlotte,R,17.4,7.2,2.9,2.9,4.7,134.1,8.1
21,W-82,PB-BED-22,183,6.4,123,Charlotte,R,24.5,11.6,-10.2,-9.9,2.7,145.4,8.4
22,W-81,PB-BED-22,193,5.5,114,Charlotte,R,18.4,5.5,-18.2,-14.1,-4.2,157.0,5.5
23,W-80,PB-BED-22,201,6.5,112,Charlotte,R,16.0,4.1,0.4,18.2,-5.5,166.4,4.9
24,W-79,PB-BED-22,217,8.4,127,Charlotte,R,17.1,8.0,31.8,29.2,7.6,180.4,18.8
25,W-78,PB-BED-22,209,7.3,113,Charlotte,R,5.3,-3.7,9.0,-13.1,-5.0,188.6,4.6
26,W-77,PB-BED-22,245,7.2,113,Charlotte,R,19.5,17.2,4.0,-1.4,-3.0,201.7,7.2
27,W-76,PB-BED-22,252,7.0,114,Charlotte,R,15.6,2.9,-4.8,-2.8,-1.9,214.3,4.7
28,W-75,PB-BED-22,250,8.8,114,Charlotte,R,8.3,-0.8,17.7,25.7,-2.4,223.9,8.4
29,W-74,PB-BED-22,239,9.7,120,Charlotte,R,0.0,-4.4,28.1,10.2,5.7,230.4,11.6
30,W-73,PB-BED-22,249,5.8,119,Charlotte,R,1.0,4.2,-29.1,-40.2,3.3,237.3,1.6
31,W-72,PB-BED-22,244,8.7,114,Charlotte,R,-1.4,-2.0,11.2,50.0,-2.4,241.1,3.7
32,W-71,PB-BED-22,253,7.5,125,Charlotte,R,3.1,3.7,-9.1,-13.8,7.1,247.4,3.8
33,W-70,PB-BED-22,223,6.3,124,Charlotte,R,-9.4,-11.9,-20.5,-16.0,3.8,244.3,1.5
34,W-69,PB-BED-22,242,8.3,127,Charlotte,R,-0.1,8.5,17.3,31.7,5.4,242.9,7.9
35,W-68,PB-BED-22,224,7.2,116,Charlotte,R,-6.9,-7.4,-6.5,-13.3,-5.3,239.1,0.0
36,W-67,PB-BED-22,229,6.3,121,Charlotte,R,-2.8,2.2,-14.0,-12.5,-1.6,237.7,0.0
37,W-66,PB-BED-22,247,8.5,123,Charlotte,R,7.6,7.9,21.0,34.9,0.8,237.4,9.6
38,W-65,PB-BED-22,224,9.5,116,Charlotte,R,-4.9,-9.3,25.4,11.8,-4.7,234.6,8.5
39,W-64,PB-BED-22,217,8.2,123,Charlotte,R,-6.1,-3.1,4.1,-13.7,3.4,229.4,2.7
40,W-63,PB-BED-22,207,7.3,126,Charlotte,R,-9.7,-4.6,-10.2,-11.0,4.3,227.1,1.7
41,W-62,PB-BED-22,205,10.0,113,Charlotte,R,-8.4,-1.0,19.4,37.0,-7.4,221.9,6.5
42,W-61,PB-BED-22,210,8.2,120,Charlotte,R,-1.5,2.4,-6.3,-18.0,0.4,219.9,0.2
43,W-60,PB-BED-22,202,10.1,126,Charlotte,R,-3.7,-3.8,19.9,23.2,4.6,216.0,8.5
44,W-59,PB-BED-22,194,6.8,121,Charlotte,R,-5.8,-4.0,-23.6,-32.7,-0.2,208.4,0.0
45,W-58,PB-BED-22,191,7.8,124,Charlotte,R,-5.8,-1.5,-11.1,14.7,3.3,203.7,1.3
46,W-57,PB-BED-22,172,10.1,112,Charlotte,R,-13.7,-9.9,22.8,29.5,-8.8,197.3,7.6
47,W-56,PB-BED-22,145,6.6,112,Charlotte,R,-23.6,-15.7,-24.1,-34.7,-7.2,188.4,0.0
48,W-55,PB-BED-22,155,6.6,120,Charlotte,R,-11.7,6.9,-15.7,0.0,2.3,181.3,0.9
49,W-54,PB-BED-22,130,8.9,118,Charlotte,R,-21.6,-16.1,14.5,34.8,0.9,169.9,5.2
50,W-53,PB-BED-22,113,9.3,120,Charlotte,R,-24.9,-13.1,15.5,4.5,3.9,157.1,6.7
51,W-52,PB-BED-22,107,9.0,116,Charlotte,R,-21.2,-5.3,14.6,-3.2,-1.3,144.7,4.9
52,W-51,PB-BED-22,106,8.6,124,Charlotte,R,-16.0,-0.9,1.8,-4.4,4.6,132.6,2.4
53,W-50,PB-BED-22,114,8.7,122,Charlotte,R,0.0,7.5,-2.8,1.2,2.1,124.3,0.8
54,W-49,PB-BED-22,116,9.9,113,Charlotte,R,5.5,1.8,11.2,13.8,-6.2,120.1,5.4
55,W-48,PB-BED-22,101,9.4,125,Charlotte,R,-8.8,-12.9,3.9,-5.1,5.3,112.4,3.4
56,W-47,PB-BED-22,96,6.9,118,Charlotte,R,-12.1,-5.0,-24.6,-26.6,-2.5,107.6,0.0
57,W-46,PB-BED-22,102,8.5,116,Charlotte,R,-4.4,6.2,-2.6,23.2,-2.9,106.0,0.0
58,W-45,PB-BED-22,100,9.7,113,Charlotte,R,-3.6,-2.0,11.8,14.1,-4.2,105.0,3.9
59,W-44,PB-BED-22,108,9.6,114,Charlotte,R,8.3,8.0,11.3,-1.0,-3.4,105.3,6.3
60,W-43,PB-BED-22,100,10.6,124,Charlotte,R,-1.5,-7.4,22.2,10.4,7.6,103.3,10.4
61,W-42,PB-BED-22,102,9.7,114,Charlotte,R,-0.5,2.0,1.0,-8.5,-2.4,101.3,0.3
62,W-41,PB-BED-22,111,10.0,126,Charlotte,R,8.3,8.8,1.0,3.1,8.4,102.7,6.2
63,W-40,PB-BED-22,97,10.0,124,Charlotte,R,-7.8,-12.6,0.3,0.0,3.8,102.9,1.6
64,W-39,PB-BED-22,106,8.0,123,Charlotte,R,3.4,9.3,-20.6,-20.0,0.8,103.4,1.3
65,W-38,PB-BED-22,110,9.3,119,Charlotte,R,5.8,3.8,-1.3,16.3,-2.3,104.9,1.7
66,W-37,PB-BED-22,145,8.4,121,Charlotte,R,36.8,31.8,-9.9,-9.7,-1.6,110.1,11.0
67,W-36,PB-BED-22,140,8.5,113,Charlotte,R,22.3,-3.4,-4.8,1.2,-7.2,115.9,6.7
68,W-35,PB-BED-22,169,9.3,115,Charlotte,R,34.9,20.7,8.8,9.4,-3.4,125.4,13.4
69,W-34,PB-BED-22,146,9.1,125,Charlotte,R,3.5,-13.6,2.5,-2.2,6.8,130.4,4.6
70,W-33,PB-BED-22,169,8.1,118,Charlotte,R,12.7,15.8,-8.2,-11.0,-0.4,140.7,3.8
71,W-32,PB-BED-22,216,7.8,125,Charlotte,R,38.5,27.8,-10.9,-3.7,6.2,156.4,14.0
72,W-31,PB-BED-22,201,9.4,123,Charlotte,R,14.9,-6.9,9.6,20.5,1.9,169.4,8.4
73,W-30,PB-BED-22,196,8.9,118,Charlotte,R,7.1,-2.5,3.5,-5.3,-3.9,176.7,3.3
74,W-29,PB-BED-22,209,10.1,113,Charlotte,R,6.9,6.6,18.1,13.5,-6.6,186.6,8.1
75,W-28,PB-BED-22,221,8.8,126,Charlotte,R,7.5,5.7,-2.8,-12.9,5.2,194.0,4.3
76,W-27,PB-BED-22,249,8.0,127,Charlotte,R,20.4,12.7,-14.0,-9.1,5.8,208.7,8.4
77,W-26,PB-BED-22,249,11.2,119,Charlotte,R,13.8,0.0,25.1,40.0,-1.7,220.1,12.5
78,W-25,PB-BED-22,299,8.5,117,Charlotte,R,28.9,20.1,-10.8,-24.1,-3.5,232.0,8.7
79,W-24,PB-BED-22,253,9.6,115,Charlotte,R,-0.6,-15.4,5.2,12.9,-5.9,239.4,1.7
80,W-23,PB-BED-22,281,9.7,121,Charlotte,R,7.0,11.1,4.0,1.0,1.3,251.6,4.0
81,W-22,PB-BED-22,301,9.3,119,Charlotte,R,11.3,7.1,-4.6,-4.1,0.8,264.7,3.7
82,W-21,PB-BED-22,289,10.6,126,Charlotte,R,1.9,-4.0,14.3,14.0,6.8,274.4,8.1
83,W-20,PB-BED-22,312,10.6,112,Charlotte,R,11.0,8.0,8.2,0.0,-6.9,283.4,6.0
84,W-19,PB-BED-22,274,9.2,117,Charlotte,R,-7.4,-12.2,-8.5,-13.2,-2.1,287.0,0.0
85,W-18,PB-BED-22,322,11.0,127,Charlotte,R,9.5,17.5,10.8,19.6,7.2,290.3,9.3
86,W-17,PB-BED-22,318,7.6,125,Charlotte,R,6.3,-1.2,-26.6,-30.9,3.7,299.6,3.4
87,W-16,PB-BED-22,276,10.6,120,Charlotte,R,-10.0,-13.2,10.4,39.5,-0.2,298.9,3.5
88,W-15,PB-BED-22,287,8.7,112,Charlotte,R,-3.5,4.0,-9.4,-17.9,-8.4,296.9,0.0
89,W-14,PB-BED-22,324,11.7,113,Charlotte,R,7.7,12.9,23.5,34.5,-6.6,301.9,10.1
90,W-13,PB-BED-22,308,11.5,120,Charlotte,R,2.2,-4.9,19.2,-1.7,2.1,301.3,7.9
91,W-12,PB-BED-22,253,10.6,127,Charlotte,R,-15.3,-17.9,-0.2,-7.8,9.2,298.3,3.7
92,W-11,PB-BED-22,224,8.2,114,Charlotte,R,-23.5,-11.5,-22.8,-22.6,-3.4,284.3,0.0
93,W-10,PB-BED-22,233,11.2,121,Charlotte,R,-16.0,4.0,6.7,36.6,2.1,272.1,3.1
94,W-9,PB-BED-22,274,9.6,115,Charlotte,R,7.7,17.6,-7.5,-14.3,-4.6,271.9,2.3
95,W-8,PB-BED-22,234,9.0,124,Charlotte,R,-4.9,-14.6,-9.1,-6.2,4.0,264.3,1.6
96,W-7,PB-BED-22,222,10.8,117,Charlotte,R,-8.0,-5.1,13.7,20.0,-1.3,249.7,4.6
97,W-6,PB-BED-22,193,9.1,115,Charlotte,R,-19.8,-13.1,-10.3,-15.7,-3.6,233.3,0.0
98,W-5,PB-BED-22,210,11.2,114,Charlotte,R,-9.0,8.8,16.4,23.1,-3.2,227.1,5.5
99,W-4,PB-BED-22,188,8.7,118,Charlotte,R,-12.5,-10.5,-13.2,-22.3,0.4,222.0,0.2
100,W-3,PB-BED-22,198,10.2,115,Charlotte,R,-2.6,5.3,2.5,17.2,-0.9,217.0,0.8
101,W-2,PB-BED-22,150,9.4,113,Charlotte,R,-24.0,-24.2,-4.1,-7.8,-2.2,199.3,0.0
102,W-1,PB-BED-22,162,8.8,125,Charlotte,R,-13.1,8.0,-10.9,-6.4,8.7,189.0,3.5
103,W0,PB-BED-22,125,11.0,125,Charlotte,R,-28.4,-22.8,18.6,25.0,6.2,175.1,8.7
0,W-103,PB-BED-23,23,19.0,136,Houston,R,0.0,0.0,0.0,0.0,0.0,23.0,0.0
1,W-102,PB-BED-23,20,22.0,136,Houston,R,0.0,-13.0,0.0,15.8,0.0,21.5,0.0
2,W-101,PB-BED-23,22,22.3,129,Houston,R,0.0,10.0,0.0,1.4,0.0,21.7,0.0
3,W-100,PB-BED-23,23,22.5,131,Houston,R,0.0,4.5,0.0,0.9,0.0,22.0,0.0
4,W-99,PB-BED-23,21,22.6,139,Houston,R,-4.5,-8.7,5.4,0.4,4.5,21.8,3.6
5,W-98,PB-BED-23,20,22.0,133,Houston,R,-7.0,-4.8,-1.6,-2.7,-0.6,21.5,0.0
6,W-97,PB-BED-23,19,22.8,130,Houston,R,-11.6,-5.0,2.0,3.6,-2.3,21.1,0.7
7,W-96,PB-BED-23,21,23.2,131,Houston,R,1.2,10.5,3.2,1.8,-1.7,20.9,1.4
8,W-95,PB-BED-23,23,23.3,134,Houston,R,13.6,9.5,2.9,0.4,0.6,21.3,5.3
9,W-94,PB-BED-23,20,20.0,132,Houston,R,-3.6,-13.0,-12.4,-14.2,0.0,21.0,0.0
10,W-93,PB-BED-23,24,22.2,135,Houston,R,15.7,20.0,-0.6,11.0,2.5,21.1,5.7
11,W-92,PB-BED-23,24,20.1,132,Houston,R,9.1,0.0,-9.4,-9.5,-0.8,21.6,2.7
12,W-91,PB-BED-23,25,21.0,133,Houston,R,9.9,4.2,-1.9,4.5,-0.2,22.3,3.0
13,W-90,PB-BED-23,23,23.8,139,Houston,R,-1.1,-8.0,14.3,13.3,4.5,22.9,6.6
14,W-89,PB-BED-23,28,21.3,136,Houston,R,16.7,21.7,-2.2,-10.5,0.9,23.9,5.4
15,W-88,PB-BED-23,27,22.6,133,Houston,R,8.0,-3.6,4.9,6.1,-1.5,24.4,4.0
16,W-87,PB-BED-23,31,21.1,143,Houston,R,20.4,14.8,-4.8,-6.6,5.7,26.0,8.4
17,W-86,PB-BED-23,34,22.7,142,Houston,R,24.8,9.7,2.3,7.6,3.1,27.4,9.4
18,W-85,PB-BED-23,38,23.9,141,Houston,R,26.7,11.8,9.0,5.3,1.8,29.4,11.7
19,W-84,PB-BED-23,40,22.3,137,Houston,R,23.1,5.3,-1.2,-6.7,-2.0,31.6,6.9
20,W-83,PB-BED-23,43,24.6,135,Houston,R,20.3,7.5,9.3,10.3,-4.1,34.4,9.2
21,W-82,PB-BED-23,43,21.8,132,Houston,R,11.0,0.0,-6.7,-11.4,-4.9,36.6,3.3
22,W-81,PB-BED-23,51,24.7,130,Houston,R,24.4,18.6,6.7,13.3,-4.6,40.0,9.6
23,W-80,PB-BED-23,49,25.2,141,Houston,R,10.7,-3.9,7.9,2.0,5.6,42.6,8.1
24,W-79,PB-BED-23,61,25.3,131,Houston,R,31.2,24.5,5.1,0.4,-2.6,46.4,11.1
25,W-78,PB-BED-23,52,24.1,142,Houston,R,2.0,-14.8,-0.6,-4.7,6.4,48.4,3.2
26,W-77,PB-BED-23,55,25.2,145,Houston,R,3.3,5.8,1.5,4.6,6.6,50.6,4.1
27,W-76,PB-BED-23,66,22.5,142,Houston,R,21.7,20.0,-9.8,-10.7,1.6,53.9,7.2
28,W-75,PB-BED-23,64,23.2,142,Houston,R,9.4,-3.0,-4.4,3.1,1.4,56.9,3.4
29,W-74,PB-BED-23,63,22.5,142,Houston,R,6.3,-1.6,-5.3,-3.0,-0.5,58.6,1.9
30,W-73,PB-BED-23,66,24.7,129,Houston,R,6.5,4.8,5.8,9.8,-9.6,61.0,3.9
31,W-72,PB-BED-23,66,24.8,138,Houston,R,1.9,0.0,6.8,0.4,-0.5,61.7,2.8
32,W-71,PB-BED-23,59,24.4,145,Houston,R,-8.9,-10.6,2.5,-1.6,5.3,62.7,3.0
33,W-70,PB-BED-23,63,25.8,134,Houston,R,-0.8,6.8,7.1,5.7,-3.2,63.9,2.4
34,W-69,PB-BED-23,57,24.3,133,Houston,R,-10.2,-9.5,-2.5,-5.8,-2.6,62.6,0.0
35,W-68,PB-BED-23,62,23.3,129,Houston,R,1.2,8.8,-6.1,-4.1,-6.2,62.3,0.4
36,W-67,PB-BED-23,60,26.2,131,Houston,R,-0.4,-3.2,7.2,12.4,-3.1,61.9,2.4
37,W-66,PB-BED-23,67,25.5,142,Houston,R,10.7,11.7,2.4,-2.7,7.8,62.0,7.1
38,W-65,PB-BED-23,50,24.0,138,Houston,R,-18.7,-25.4,-3.3,-5.9,3.2,59.7,1.3
39,W-64,PB-BED-23,60,26.5,143,Houston,R,0.4,20.0,7.1,10.4,5.9,59.9,4.8
40,W-63,PB-BED-23,57,26.4,135,Houston,R,-3.8,-5.0,3.3,-0.4,-2.5,59.0,1.1
41,W-62,PB-BED-23,49,26.8,131,Houston,R,-16.2,-14.0,4.7,1.5,-6.1,57.9,1.6
42,W-61,PB-BED-23,49,24.4,131,Houston,R,-9.3,0.0,-5.9,-9.0,-4.2,56.0,0.0
43,W-60,PB-BED-23,49,27.0,144,Houston,R,-8.8,0.0,3.7,10.7,6.7,54.4,3.9
44,W-59,PB-BED-23,43,25.9,144,Houston,R,-15.7,-12.2,-1.0,-4.1,6.5,51.0,2.6
45,W-58,PB-BED-23,47,26.2,142,Houston,R,-1.1,9.3,0.7,1.2,3.3,50.6,1.6
46,W-57,PB-BED-23,42,24.4,132,Houston,R,-10.6,-10.6,-5.7,-6.9,-5.9,48.0,0.0
47,W-56,PB-BED-23,41,24.9,131,Houston,R,-9.4,-2.4,-3.8,2.0,-6.8,45.7,0.0
48,W-55,PB-BED-23,43,26.7,144,Houston,R,-0.6,4.9,5.3,7.2,4.9,44.9,3.7
49,W-54,PB-BED-23,40,25.4,144,Houston,R,-7.5,-7.0,-0.6,-4.9,4.9,43.6,2.0
50,W-53,PB-BED-23,32,24.1,144,Houston,R,-22.9,-20.0,-4.9,-5.1,4.5,41.1,1.8
51,W-52,PB-BED-23,30,27.9,138,Houston,R,-23.1,-6.2,10.4,15.8,-2.0,39.3,3.5
52,W-51,PB-BED-23,27,27.9,141,Houston,R,-25.5,-10.0,7.2,0.0,-1.1,36.4,2.4
53,W-50,PB-BED-23,28,25.2,132,Houston,R,-13.2,3.7,-4.3,-9.7,-6.9,34.4,0.0
54,W-49,PB-BED-23,26,27.9,140,Houston,R,-11.1,-7.1,6.2,10.7,0.9,32.3,2.4
55,W-48,PB-BED-23,30,27.0,136,Houston,R,8.1,15.4,-0.8,-3.2,-1.3,30.4,2.4
56,W-47,PB-BED-23,24,25.6,130,Houston,R,-13.5,-20.0,-5.2,-5.2,-5.3,28.1,0.0
57,W-46,PB-BED-23,25,25.7,129,Houston,R,-7.4,4.2,-2.7,0.4,-4.1,27.1,0.0
58,W-45,PB-BED-23,28,26.3,144,Houston,R,6.7,12.0,-0.9,2.3,7.7,26.9,5.1
59,W-44,PB-BED-23,27,28.4,135,Houston,R,0.9,-3.6,8.6,8.0,0.2,26.9,3.2
60,W-43,PB-BED-23,25,27.1,137,Houston,R,-3.8,-7.4,2.3,-4.6,1.9,26.4,1.5
61,W-42,PB-BED-23,27,28.5,140,Houston,R,2.9,8.0,6.0,5.2,2.8,26.6,4.0
62,W-41,PB-BED-23,26,25.8,143,Houston,R,-2.8,-3.7,-6.4,-9.5,2.9,26.0,1.2
63,W-40,PB-BED-23,28,26.4,144,Houston,R,6.7,7.7,-3.8,2.3,3.8,26.6,3.5
64,W-39,PB-BED-23,30,25.7,135,Houston,R,13.2,7.1,-4.6,-2.7,-4.3,27.3,4.0
65,W-38,PB-BED-23,35,28.4,143,Houston,R,26.1,16.7,6.8,10.5,1.8,28.3,10.8
66,W-37,PB-BED-23,36,25.9,139,Houston,R,21.0,2.9,-2.5,-8.8,-1.6,29.6,6.3
67,W-36,PB-BED-23,34,27.6,144,Houston,R,5.4,-5.6,3.8,6.6,2.7,30.9,4.0
68,W-35,PB-BED-23,39,26.4,131,Houston,R,15.6,14.7,-1.9,-4.3,-6.6,32.6,4.7
69,W-34,PB-BED-23,41,26.3,132,Houston,R,13.9,5.1,-2.9,-0.4,-5.2,34.7,4.2
70,W-33,PB-BED-23,46,28.8,141,Houston,R,22.7,12.2,8.5,9.5,3.3,37.3,11.0
71,W-32,PB-BED-23,44,27.1,133,Houston,R,10.0,-4.3,-0.6,-5.9,-2.9,39.3,3.0
72,W-31,PB-BED-23,49,26.4,142,Houston,R,15.3,11.4,-2.8,-2.6,5.8,41.3,6.9
73,W-30,PB-BED-23,53,26.9,136,Houston,R,17.8,8.2,-0.9,1.9,-0.7,43.7,5.3
74,W-29,PB-BED-23,64,27.5,139,Houston,R,33.3,20.8,0.7,2.2,0.7,48.0,10.5
75,W-28,PB-BED-23,58,27.3,132,Houston,R,10.5,-9.4,1.2,-0.7,-4.0,50.7,3.5
76,W-27,PB-BED-23,59,27.7,142,Houston,R,5.4,1.7,2.5,1.5,3.5,53.3,3.9
77,W-26,PB-BED-23,67,27.9,137,Houston,R,14.5,13.6,2.0,0.7,-0.2,56.3,5.0
78,W-25,PB-BED-23,59,29.4,138,Houston,R,-4.8,-11.9,6.5,5.4,0.4,58.4,2.3
79,W-24,PB-BED-23,77,27.6,135,Houston,R,26.7,30.5,-1.7,-6.1,-1.6,62.4,8.0
80,W-23,PB-BED-23,67,28.8,136,Houston,R,2.3,-13.0,2.3,4.3,-1.4,64.4,1.5
81,W-22,PB-BED-23,72,28.0,130,Houston,R,6.7,7.5,-1.5,-2.8,-4.8,65.6,2.0
82,W-21,PB-BED-23,78,30.2,130,Houston,R,13.5,8.3,6.2,7.9,-3.5,68.4,6.1
83,W-20,PB-BED-23,73,28.6,145,Houston,R,-0.7,-6.4,-0.2,-5.3,9.2,70.4,3.7
84,W-19,PB-BED-23,79,29.7,142,Houston,R,9.0,8.2,2.8,3.8,5.0,72.1,5.6
85,W-18,PB-BED-23,72,30.7,138,Houston,R,-4.6,-8.9,5.4,3.4,0.9,74.0,2.2
86,W-17,PB-BED-23,79,31.0,143,Houston,R,4.6,9.7,4.0,1.0,3.1,74.3,4.0
87,W-16,PB-BED-23,69,29.6,143,Houston,R,-8.9,-12.7,-1.3,-4.5,0.7,74.6,0.3
88,W-15,PB-BED-23,82,30.6,143,Houston,R,9.7,18.8,1.2,3.4,1.1,76.0,3.7
89,W-14,PB-BED-23,80,31.1,139,Houston,R,6.0,-2.4,2.1,1.6,-1.9,76.3,2.5
90,W-13,PB-BED-23,78,28.5,132,Houston,R,0.6,-2.5,-6.8,-8.4,-7.0,77.0,0.2
91,W-12,PB-BED-23,73,32.0,142,Houston,R,-5.5,-6.4,6.8,12.3,2.0,76.1,3.1
92,W-11,PB-BED-23,70,28.7,145,Houston,R,-10.5,-4.1,-6.1,-10.3,4.3,75.9,1.7
93,W-10,PB-BED-23,68,30.0,139,Houston,R,-9.6,-2.9,-0.2,4.5,-0.4,74.3,0.0
94,W-9,PB-BED-23,56,31.7,144,Houston,R,-22.5,-17.6,6.4,5.7,3.2,72.4,3.4
95,W-8,PB-BED-23,54,32.1,135,Houston,R,-19.1,-3.6,4.9,1.3,-5.3,68.4,1.6
96,W-7,PB-BED-23,53,30.2,133,Houston,R,-14.5,-1.9,-1.4,-5.9,-5.5,64.6,0.0
97,W-6,PB-BED-23,57,30.5,142,Houston,R,-1.3,7.5,-1.6,1.0,3.1,61.6,1.2
98,W-5,PB-BED-23,53,31.3,136,Houston,R,-3.6,-7.0,0.6,2.6,-1.8,58.7,0.2
99,W-4,PB-BED-23,46,30.5,138,Houston,R,-15.2,-13.2,-1.7,-2.6,1.1,55.3,0.4
100,W-3,PB-BED-23,49,32.0,144,Houston,R,-6.2,6.5,4.5,4.9,4.9,52.6,3.5
101,W-2,PB-BED-23,37,31.3,134,Houston,R,-27.8,-24.5,0.7,-2.2,-4.3,49.9,0.2
102,W-1,PB-BED-23,36,31.3,136,Houston,R,-22.2,-2.7,0.1,0.0,-1.4,47.3,0.0
103,W0,PB-BED-23,37,30.8,139,Houston,R,-11.9,2.8,-1.5,-1.6,0.7,45.0,0.3
0,W-103,PB-BED-24,26,11.6,105,Phoenix,R,0.0,0.0,0.0,0.0,0.0,26.0,0.0
1,W-102,PB-BED-24,23,12.9,114,Phoenix,R,0.0,-11.5,0.0,11.2,0.0,24.5,0.0
2,W-101,PB-BED-24,27,12.7,115,Phoenix,R,0.0,17.4,0.0,-1.6,0.0,25.3,0.0
3,W-100,PB-BED-24,27,14.3,105,Phoenix,R,0.0,0.0,0.0,12.6,0.0,25.8,0.0
4,W-99,PB-BED-24,24,12.8,113,Phoenix,R,-6.8,-11.1,-0.6,-10.5,3.0,25.4,1.2
5,W-98,PB-BED-24,24,13.0,111,Phoenix,R,-5.0,0.0,-1.3,1.6,-0.7,25.2,0.0
6,W-97,PB-BED-24,22,12.1,116,Phoenix,R,-13.7,-8.3,-8.3,-6.9,4.5,24.7,1.8
7,W-96,PB-BED-24,21,13.5,109,Phoenix,R,-13.4,-4.5,3.4,11.6,-2.0,24.0,1.1
8,W-95,PB-BED-24,22,13.4,114,Phoenix,R,-3.3,4.8,4.3,-0.7,1.6,23.9,2.1
9,W-94,PB-BED-24,25,12.2,107,Phoenix,R,12.4,13.6,-6.2,-9.0,-4.9,23.6,3.7
10,W-93,PB-BED-24,24,15.1,110,Phoenix,R,6.7,-4.0,18.0,23.8,-1.3,23.1,8.0
11,W-92,PB-BED-24,28,12.8,104,Phoenix,R,21.7,16.7,-5.5,-15.2,-5.5,23.7,6.5
12,W-91,PB-BED-24,26,12.4,102,Phoenix,R,5.1,-7.1,-7.3,-3.1,-6.2,24.0,1.5
13,W-90,PB-BED-24,27,13.7,107,Phoenix,R,4.9,3.8,4.4,10.5,1.2,24.7,3.4
14,W-89,PB-BED-24,30,14.1,116,Phoenix,R,14.3,11.1,4.4,2.9,9.7,26.0,9.6
15,W-88,PB-BED-24,32,15.1,109,Phoenix,R,15.3,6.7,14.0,7.1,1.6,27.4,9.9
16,W-87,PB-BED-24,40,14.2,109,Phoenix,R,39.1,25.0,2.7,-6.0,0.5,29.6,12.8
17,W-86,PB-BED-24,36,14.7,114,Phoenix,R,11.6,-10.0,3.0,3.5,3.4,31.3,5.8
18,W-85,PB-BED-24,40,13.6,102,Phoenix,R,15.9,11.1,-6.4,-7.5,-8.9,33.0,4.8
19,W-84,PB-BED-24,41,12.7,115,Phoenix,R,10.8,2.5,-11.8,-6.6,6.0,35.1,5.6
20,W-83,PB-BED-24,44,15.8,105,Phoenix,R,12.1,7.3,14.5,24.4,-4.5,37.6,8.5
21,W-82,PB-BED-24,46,13.6,111,Phoenix,R,14.3,4.5,-4.2,-13.9,1.8,39.9,5.0
22,W-81,PB-BED-24,59,14.8,116,Phoenix,R,38.0,28.3,6.3,8.8,7.2,43.7,16.4
23,W-80,PB-BED-24,53,15.6,103,Phoenix,R,11.6,-10.2,9.7,5.4,-7.8,45.6,6.7
24,W-79,PB-BED-24,63,13.6,105,Phoenix,R,24.8,18.9,-9.0,-12.8,-3.4,49.4,7.4
25,W-78,PB-BED-24,70,15.4,112,Phoenix,R,26.7,11.1,6.9,13.2,3.0,53.7,11.5
26,W-77,PB-BED-24,55,15.9,115,Phoenix,R,-10.2,-21.4,7.1,3.2,5.5,55.7,4.6
27,W-76,PB-BED-24,60,16.5,104,Phoenix,R,-0.4,9.1,9.1,3.8,-4.4,58.0,3.0
28,W-75,PB-BED-24,67,14.4,111,Phoenix,R,8.1,11.7,-6.2,-12.7,1.8,61.0,3.1
29,W-74,PB-BED-24,58,15.6,117,Phoenix,R,-7.9,-13.4,0.3,8.3,5.9,60.9,2.5
30,W-73,PB-BED-24,74,17.2,110,Phoenix,R,23.3,27.6,10.3,10.3,-1.6,63.9,10.4
31,W-72,PB-BED-24,64,15.7,112,Phoenix,R,-1.2,-13.5,-1.4,-8.7,1.4,64.0,0.6
32,W-71,PB-BED-24,70,15.4,105,Phoenix,R,6.5,9.4,-2.1,-1.9,-6.7,64.0,1.9
33,W-70,PB-BED-24,67,14.8,111,Phoenix,R,0.8,-4.3,-7.4,-3.9,0.0,65.7,0.2
34,W-69,PB-BED-24,74,17.4,104,Phoenix,R,7.6,10.4,10.3,17.6,-5.0,67.7,5.7
35,W-68,PB-BED-24,64,15.7,102,Phoenix,R,-6.9,-13.5,-0.8,-9.8,-5.6,67.3,0.0
36,W-67,PB-BED-24,71,17.1,107,Phoenix,R,3.3,10.9,8.1,8.9,1.4,69.1,4.2
37,W-66,PB-BED-24,65,15.0,101,Phoenix,R,-5.8,-8.5,-7.7,-12.3,-4.7,67.9,0.0
38,W-65,PB-BED-24,65,15.8,115,Phoenix,R,-5.1,0.0,-3.1,5.3,11.1,68.0,4.4
39,W-64,PB-BED-24,71,15.5,110,Phoenix,R,7.2,9.2,-2.5,-1.9,3.5,68.1,3.6
40,W-63,PB-BED-24,67,17.9,106,Phoenix,R,-1.5,-5.6,12.9,15.5,-2.1,68.1,4.3
41,W-62,PB-BED-24,62,16.9,111,Phoenix,R,-7.5,-7.5,5.3,-5.6,2.8,66.4,2.9
42,W-61,PB-BED-24,61,16.0,107,Phoenix,R,-7.9,-1.6,-3.2,-5.3,-3.2,66.0,0.0
